alpha,cm
-180.0,0.0
-178.57142857142856,0.05714285714285779
-177.14285714285714,0.11428571428571445
-175.71428571428572,0.1714285714285711
-174.28571428571428,0.2285714285714289
-172.85714285714286,0.28571428571428553
-171.42857142857142,0.34285714285714336
-170.0,0.4
-168.57142857142858,0.4242607049323262
-167.14285714285714,0.44852140986465283
-165.7142857142857,0.47278211479697946
-164.28571428571428,0.49704281972930564
-162.85714285714283,0.5213035246616322
-161.42857142857144,0.545564229593958
-160.0,0.5698249345262846
-155.0,0.4746461631457479
-150.0,0.37946739176521127
-145.0,0.35297929772840997
-140.0,0.32649120369160867
-135.0,0.3226780617403382
-130.0,0.3188649197890678
-125.00000000000001,0.3232856589491393
-119.99999999999999,0.3277063981092109
-115.0,0.33309863778294946
-110.0,0.33849087745668804
-105.0,0.3402483035403815
-100.0,0.3420057296240749
-95.0,0.3372182604942895
-90.0,0.33243079136450415
-85.0,0.3171601794106854
-80.0,0.30188956745686674
-75.0,0.2816991697129413
-70.0,0.26150877196901584
-65.0,0.23935008952977052
-60.00000000000001,0.21719140709052523
-55.0,0.19565862257825595
-50.0,0.17412583806598672
-45.0,0.15442624543915373
-40.0,0.13472665281232074
-35.0,0.11406562857747557
-30.000000000000004,0.09340460434263043
-24.999999999999996,0.05143348653063143
-20.0,0.009462368718632494
-19.928571428571427,0.005883361173906126
-19.857142857142858,0.002304353629179936
-19.785714285714285,-0.0012746539155464327
-19.714285714285715,-0.0048536614602726225
-19.642857142857146,-0.008432669004998812
-19.571428571428573,-0.012011676549725183
-19.500000000000004,-0.015590684094451373
-19.428571428571427,-0.019169691639177915
-19.357142857142858,-0.02274869918390411
-19.285714285714285,-0.026327706728630475
-19.214285714285715,-0.02990671427335667
-19.142857142857142,-0.033485721818083035
-19.0,-0.040643736907535595
-18.0,-0.04187047960755492
-17.0,-0.032222543750596945
-16.0,-0.027112148382772955
-14.999999999999998,-0.023509316679537116
-14.0,-0.02072078065091339
-13.0,-0.018502648548298493
-12.000000000000002,-0.016225404310043372
-11.0,-0.01439792323823355
-10.0,-0.012682230936094155
-9.0,-0.010220782191352432
-8.0,-0.01267503736717284
-7.0,-0.013292863637943226
-6.000000000000001,-0.011114052813804844
-5.0,-0.01031243381654211
-4.0,-0.009973012977065689
-3.0000000000000004,-0.009839901419738001
-2.0,-0.009846544007719678
-1.0,-0.009948225530051195
0.0,-0.010110810601075415
1.0,-0.010181155486284238
2.0,-0.01024427989928028
3.0000000000000004,-0.009792979679500435
4.0,-0.009097792119815158
5.0,-0.009245912681211128
6.000000000000001,-0.012218336489425687
7.0,-0.01252559792557979
8.0,-0.011454834746051917
9.0,-0.010919528174440979
10.0,-0.010397495150304348
11.0,-0.009751405100328113
12.000000000000002,-0.008774860673673097
13.0,-0.0076453462253603804
14.0,-0.005902649672967178
14.999999999999998,-0.0027765993930780825
16.0,0.0009620069805006759
17.0,0.008573576658442213
18.0,0.013234901564759786
19.0,0.009649887532817857
20.0,0.0
25.0,-0.06203770544378391
29.999999999999996,-0.12407541088756778
35.0,-0.14686597417909336
40.0,-0.1696565374706189
45.0,-0.18686636213034452
49.99999999999999,-0.20407618679007014
55.0,-0.2209617483456484
59.99999999999999,-0.23784730990122663
65.0,-0.2549571713789803
70.0,-0.2720670328567339
75.0,-0.288412370207235
80.0,-0.3047577075577361
85.0,-0.31859424946112014
90.0,-0.33243079136450415
95.0,-0.3372182604942895
100.0,-0.3420057296240749
105.0,-0.3402483035403815
110.0,-0.33849087745668804
115.0,-0.33309863778294946
119.99999999999999,-0.3277063981092109
125.00000000000001,-0.3232856589491393
130.0,-0.3188649197890678
135.0,-0.3226780617403382
140.0,-0.32649120369160867
145.0,-0.35297929772840997
149.99999999999997,-0.37946739176521116
155.0,-0.4746461631457478
160.0,-0.5698249345262844
161.42857142857144,-0.5598499438796722
162.85714285714286,-0.5498749532330602
164.28571428571428,-0.5398999625864482
165.7142857142857,-0.5299249719398363
167.14285714285714,-0.5199499812932241
168.57142857142858,-0.509974990646612
170.0,-0.5
171.42857142857142,-0.42857142857142916
172.85714285714286,-0.35714285714285693
174.28571428571428,-0.28571428571428614
175.71428571428572,-0.21428571428571386
177.14285714285714,-0.14285714285714302
178.57142857142856,-0.07142857142857223
180.0,0.0
