alpha,cm
-180.0,0.0
-178.5,0.06
-177.0,0.12
-175.5,0.18
-174.0,0.24
-172.5,0.3
-171.0,0.36
-169.5,0.40852552336076436
-168.0,0.43410209344305734
-166.5,0.4596786635253503
-165.00000000000003,0.4852552336076428
-163.5,0.5108318036899362
-162.0,0.5364083737722292
-160.50000000000003,0.5619849438545217
-159.0,0.5534842476822718
-154.07142857142858,0.4695693085552708
-149.14285714285714,0.39470632100662484
-144.21428571428572,0.36284010345516815
-139.2857142857143,0.3346705694298595
-134.35714285714286,0.3283114682088253
-129.42857142857144,0.32304138587863807
-124.49999999999999,0.3260750725911591
-119.57142857142857,0.3292416271324668
-114.64285714285715,0.33380329387603563
-109.71428571428572,0.33817032697251226
-104.78571428571429,0.3393745633037402
-99.85714285714286,0.3403928326150431
-94.92857142857143,0.335181206758859
-90.0,0.32996958090267486
-85.21428571428572,0.3140718142056978
-80.42857142857143,0.29817404750872073
-75.64285714285714,0.2782456889561859
-70.85714285714286,0.25792087874572744
-66.07142857142857,0.23634066797944253
-61.285714285714285,0.214486551637341
-56.5,0.19327290027943667
-51.714285714285715,0.17229452177287002
-46.92857142857143,0.15239350732460466
-42.142857142857146,0.13309381235073997
-37.357142857142854,0.11262697739512581
-32.57142857142856,0.09121381272457965
-27.785714285714278,0.04377522943752802
-23.0,-0.03388642062998131
-23.0,-0.03388642062998131
-22.0,-0.04551395361469476
-21.0,-0.05060231180796373
-20.0,-0.0513276503960604
-19.0,-0.04908745499948698
-18.0,-0.04477521236075993
-17.0,-0.03910571295900054
-16.0,-0.03202067250718318
-14.999999999999998,-0.025000199380513923
-14.0,-0.020557150337841175
-13.0,-0.015352173984665396
-12.000000000000002,-0.012983785276575972
-11.0,-0.015424289996189833
-10.0,-0.015780185292360634
-9.0,-0.013389364129720019
-8.0,-0.011571385834284595
-7.0,-0.010374687788833185
-6.000000000000001,-0.009503507282057741
-5.0,-0.008880441331157332
-4.0,-0.008575414699562203
-3.0000000000000004,-0.008402722655823142
-2.0,-0.008250272234250044
-1.0,-0.007290647358747383
0.0,-0.00709453542056754
1.0,-0.00704222860966933
2.0,-0.00717843639334324
3.0000000000000004,-0.007485731034800584
4.0,-0.007703139874961225
5.0,-0.007734667424587989
6.000000000000001,-0.007488102442703691
7.0,-0.006749372034521706
8.0,-0.006356371885541903
9.0,-0.008653921417447587
10.0,-0.011968738950295594
11.0,-0.010074800654740637
12.000000000000002,-0.006078965989467019
13.0,-0.003112763238388115
14.0,0.0006710466704614797
14.999999999999998,0.007242366917642276
16.0,0.013144775271026612
17.0,0.01782047656413158
18.0,0.02064994412162357
19.0,0.020487076208120552
20.0,0.01626770579448855
21.0,0.007377576430150086
25.92857142857143,-0.05498810391778486
30.857142857142858,-0.11090250207099103
35.78571428571429,-0.13617330979923586
40.71428571428571,-0.16037629333262213
45.642857142857146,-0.1782791141163433
50.57142857142858,-0.1961073952728616
55.49999999999999,-0.21336731177195795
60.42857142857143,-0.23065962180079352
65.35714285714285,-0.2482920638918903
70.28571428571428,-0.26589682853233804
75.21428571428571,-0.283051834599738
80.14285714285715,-0.30014187964000566
85.07142857142857,-0.31505573027134026
90.0,-0.32996958090267486
94.92857142857143,-0.335181206758859
99.85714285714285,-0.34039283261504305
104.78571428571429,-0.33937456330374016
109.71428571428572,-0.33817032697251226
114.64285714285715,-0.33380329387603563
119.57142857142857,-0.3292416271324668
124.49999999999999,-0.3260750725911591
129.42857142857144,-0.32304138587863807
134.35714285714286,-0.3283114682088253
139.2857142857143,-0.3346705694298595
144.21428571428572,-0.36284010345516815
149.14285714285714,-0.39470632100662484
154.07142857142856,-0.46956930855527035
159.0,-0.553484247682272
160.50000000000003,-0.5669849438545222
162.0,-0.5564083737722294
163.5,-0.5458318036899363
165.00000000000003,-0.5352552336076432
166.5,-0.5246786635253504
168.0,-0.5141020934430574
169.5,-0.5035255233607643
171.0,-0.45
172.5,-0.375
174.0,-0.3
175.5,-0.22499999999999998
177.0,-0.14999999999999997
178.5,-0.07499999999999996
180.0,0.0
