Column1,Column2,Column3
-0.495,-1.8692930741571403,-1.6220608315387213
-0.485,-1.9047730643445082,-2.3596958000619046
-0.47500000000000003,-2.6441634955637667,-2.8614657708841054
-0.465,-1.8455666920559155,-3.2404272061514683
-0.455,11.042861194628582,-3.5411457523230574
-0.445,-2.665313960489646,-3.7869662292797974
-0.435,-2.661869010767786,-3.992037019482814
-0.425,-2.151962263980087,-4.165715588231524
-0.41500000000000004,10.824777976055117,-4.314558489915202
-0.405,-2.375195923215614,-4.443351673056396
-0.395,-2.387281061327452,-4.555697197987996
-0.385,-1.8117420746648738,-4.654371474075123
-0.375,-2.2424618281334467,-4.741555900639776
-0.365,-2.2715828607761432,-4.818991662435647
-0.35500000000000004,-1.912644641154,-4.8880871546647295
-0.34500000000000003,10.025198642226039,-4.949994611027228
-0.335,-1.9483050241016906,-5.0056660348363
-0.325,-2.401521714181556,-5.055894828151487
-0.315,-2.461571662269791,-5.101347300832605
-0.305,10.926889084563836,-5.14258687077413
-0.295,-2.0422782116030604,-5.180092890833217
-0.28500000000000003,-2.366904021007422,-5.214275463088677
-0.275,-2.4518529579871107,-5.245487214653531
-0.265,-2.2818674059674597,-5.274032744036804
-0.255,-1.955039508279659,-5.300176261587348
-0.245,-2.459283828933925,-5.324147815687356
-0.23500000000000001,-2.1993960920477362,-5.346148401189831
-0.225,-2.6274501867176365,-5.366354176964856
-0.215,-2.4581167649271096,-5.3849199678456126
-0.20500000000000002,11.101521707894221,-5.401982187630387
-0.195,-2.41355607825754,-5.417661290553769
-0.185,-2.091329056179581,-5.432063836294321
-0.17500000000000002,-2.364118816711467,-5.445284236357207
-0.165,-2.2086318408543058,-5.457406236277482
-0.155,11.05326119736287,-5.468504177599253
-0.14500000000000002,11.130402826149037,-5.4786440753076375
-0.135,10.970394430565928,-5.487884539813133
-0.125,9.717767253738945,-5.496277567329191
-0.11499999999999999,-1.7862901052597517,-5.5038692182503866
-0.10500000000000001,-2.2111040516075127,-5.5107001997106915
-0.095,-2.316169342546857,-5.5168063657087085
-0.08499999999999999,-2.342748915738814,-5.5222191458967025
-0.07500000000000001,-2.5648107034932477,-5.526965912240436
-0.065,-2.4641286714585204,-5.531070291186578
-0.05500000000000001,-2.3939910709076258,-5.534552427659916
-0.045,-2.094661296721032,-5.537429206102078
-0.035,10.70160407298259,-5.539714432816843
-0.025,-1.9045736379126523,-5.541418983070561
-0.015,-2.44136928109507,-5.542550915681861
-0.005,-2.5103840761426977,-5.543115557200472
0.005,-2.2838176095529263,-5.543115557200472
0.015,-2.2640961538072393,-5.542550915681861
0.025,10.795376041287678,-5.54141898307056
0.035,-2.494223466145099,-5.539714432816843
0.045,-1.3804622118341134,-5.537429206102082
0.05500000000000001,10.016262743907106,-5.534552427659919
0.065,10.199617941305343,-5.531070291186581
0.07500000000000001,-1.4259597775753705,-5.526965912240438
0.08499999999999999,10.301125291703466,-5.5222191458967025
0.095,10.887594399239486,-5.516806365708709
0.10500000000000001,10.922787272052021,-5.510700199710693
0.11499999999999999,-1.8156828148066166,-5.5038692182503866
0.125,-1.9940952708963116,-5.496277567329188
0.135,10.401017652654778,-5.48788453981313
0.14500000000000002,-1.4883789122281161,-5.478644075307636
0.155,9.017984969013229,-5.46850417759925
0.165,-1.7744293242567082,-5.457406236277477
0.17500000000000002,-2.15188024870614,-5.445284236357204
0.185,-2.5015075963896907,-5.432063836294318
0.195,-2.0692627215418975,-5.417661290553767
0.20500000000000002,-2.6014121338529135,-5.401982187630387
0.215,-2.290985356820787,-5.384919967845615
0.225,-2.6043895453176176,-5.366354176964859
0.23500000000000001,-2.2663293468035297,-5.346148401189832
0.245,-2.589390992563409,-5.324147815687356
0.255,-2.3016499131618096,-5.300176261587348
0.265,-1.5670636508640259,-5.274032744036805
0.275,9.945495838791134,-5.245487214653531
0.28500000000000003,9.83466088771335,-5.214275463088677
0.295,-1.456744503251193,-5.180092890833216
0.305,-2.510419162318075,-5.14258687077413
0.315,-1.6500759862465986,-5.1013473008326065
0.325,10.133704909044365,-5.0558948281514855
0.335,-1.4665716845103451,-5.005666034836299
0.34500000000000003,-2.662229065142608,-4.949994611027229
0.35500000000000004,-2.23935038297352,-4.88808715466473
0.365,-2.558896332280712,-4.818991662435648
0.375,-1.8285385887330916,-4.741555900639778
0.385,-2.464279782120586,-4.654371474075124
0.395,-2.217242351421828,-4.555697197987998
0.405,-2.4981760664917103,-4.443351673056399
0.41500000000000004,-1.890202422833116,-4.314558489915204
0.425,-2.6307514104733105,-4.165715588231527
0.435,-2.245235274422081,-3.992037019482816
0.445,-2.6239479318217387,-3.786966229279798
0.455,11.02711903803139,-3.541145752323059
0.465,-2.5782418681564163,-3.2404272061514696
0.47500000000000003,-1.685215567083064,-2.8614657708841063
0.485,-1.8598623024469043,-2.359695800061905
0.495,11.022301835453053,-1.6220608315387217
