Column1,Column2,Column3
0.0,0.3498944113373791,0.0
1.0,0.4418586499811887,0.08789595958041632
2.0,0.5325598601794849,0.17576514520007705
3.0,0.6222002824110853,0.263580791053835
4.0,0.7097694675635883,0.351316147645273
5.0,0.795371406415761,0.4389444899348627
6.0,0.8785642870847536,0.5264391254806675
7.0,0.9577408767073281,0.6137734025691202
8.0,1.034253370394723,0.7009207183333936
9.0,1.1058934642525007,0.7878545268568921
10.0,1.1740379768595672,0.874548347259392
11.0,1.2370706467843609,0.9609757717633757
12.0,1.295730342837298,1.047110473738099
13.0,1.3489858961084178,1.1329262157189341
14.0,1.3964472942197461,1.2183968573995598
15.0,1.4381282357966592,1.3034963635945465
16.0,1.4734854038761656,1.3881988121699287
17.0,1.5019666897708508,1.47247840193934
18.0,1.5239114591924843,1.5563094605233023
19.0,1.5391304807403066,1.6396664521692812
20.0,1.546332105971123,1.7225239855301222
21.0,1.5434556140171434,1.8048568213985081
22.0,1.5282415132061027,1.886639880395054
23.0,1.5002126818107278,1.967848250607742
24.0,1.4606354917947983,2.0484571951803203
25.0,1.092886912348585,2.128442159847396
26.0,1.0387527278880602,2.2077787804139
27.0,0.996051553626342,2.2864428901766582
28.0,0.9613229343869466,2.3644105272857954
29.0,0.9296647554158581,2.4416579420437654
30.0,0.9263334696575892,2.518161604139717
