Column1,Column2,Column3
-0.495,-0.6272627540926226,-1.3415917778056365
-0.485,-0.8083811109873412,-1.9516829590678475
-0.47500000000000003,-0.9016560938446404,-2.3666923434978098
-0.465,-0.959142619880707,-2.6801279038508863
-0.455,-0.9980942098103611,-2.9288494814471813
-0.445,-1.0261532836629599,-3.132165364729176
-0.435,-1.0472746453559303,-3.301777552296449
-0.425,-1.0637172260619128,-3.445425518688243
-0.41500000000000004,-1.0768637809738275,-3.5685321304755018
-0.405,-1.0876058902505397,-3.675055802202247
-0.395,-1.0965425623172451,-3.7679757652461188
-0.385,-1.1040900341208313,-3.8495883625701266
-0.375,-1.110545895024902,-3.9216978097361004
-0.365,-1.11612820155334,-3.985744224835654
-0.35500000000000004,-1.1210001737957966,-4.042892478745488
-0.34500000000000003,-1.1252863456839288,-4.094095573491325
-0.335,-1.1290833117588202,-4.1401409023648
-0.325,-1.1324671636595198,-4.18168468100153
-0.315,-1.1354986249541623,-4.219278008233332
-0.305,-1.1382267812326572,-4.2533868818822365
-0.295,-1.1406917134151868,-4.284407770341612
-0.28500000000000003,-1.1429264954354155,-4.312679865315184
-0.275,-1.144958662502169,-4.338494821484612
-0.265,-1.146811316786313,-4.3621045695095235
-0.255,-1.1485039944372069,-4.383727635369178
-0.245,-1.1500533232290355,-4.403554289990563
-0.23500000000000001,-1.151473539466217,-4.421750774390615
-0.225,-1.1527768885517076,-4.438462787970428
-0.215,-1.1539739659858934,-4.453818384942987
-0.20500000000000002,-1.1550739876153489,-4.467930391921574
-0.195,-1.1560849844706407,-4.4808984355093235
-0.185,-1.157013979510745,-4.4928106502483125
-0.17500000000000002,-1.1578671379998142,-4.503745123036762
-0.165,-1.1586498841584891,-4.513771119045909
-0.155,-1.1593669973652316,-4.522950125491514
-0.14500000000000002,-1.160022682094744,-4.5313367427680395
-0.135,-1.160620672576845,-4.538979447013549
-0.125,-1.1611642496853847,-4.5459212438238215
-0.11499999999999999,-1.1616563107457383,-4.552200229332758
-0.10500000000000001,-1.1620994102776692,-4.55785007204106
-0.095,-1.1624957755488365,-4.562900426465243
-0.08499999999999999,-1.1628473797077072,-4.567377287785168
-0.07500000000000001,-1.163155918531846,-4.571303295105054
-0.065,-1.1634228588689774,-4.574697989644295
-0.05500000000000001,-1.163649445628209,-4.577578033087176
-0.045,-1.163836721235009,-4.579957390401977
-0.035,-1.1639855486734425,-4.5818474806571245
-0.025,-1.1640965875798508,-4.583257298686623
-0.015,-1.164170340091664,-4.584193509866145
-0.005,-1.1642071322826903,-4.584660519736579
0.005,-1.1642071356866568,-4.584660519736579
0.015,-1.164170340091664,-4.584193509866144
0.025,-1.164096587448929,-4.583257298686623
0.035,-1.1639855475213308,-4.5818474806571245
0.045,-1.1638367236177856,-4.579957390401978
0.05500000000000001,-1.1636494444760972,-4.577578033087177
0.065,-1.1634228585547652,-4.574697989644296
0.07500000000000001,-1.1631559199719859,-4.571303295105054
0.08499999999999999,-1.1628473800219195,-4.567377287785168
0.095,-1.1624957767533168,-4.5629004264652435
0.10500000000000001,-1.1620994035744734,-4.557850072041061
0.11499999999999999,-1.1616563097769173,-4.55220022933276
0.125,-1.1611642475382675,-4.5459212438238215
0.135,-1.1606206741479066,-4.53897944701355
0.14500000000000002,-1.1600226824875093,-4.5313367427680395
0.155,-1.1593669937779747,-4.522950125491515
0.165,-1.1586498827707181,-4.5137711190459076
0.17500000000000002,-1.1578671384711328,-4.503745123036762
0.185,-1.1570139802439072,-4.4928106502483125
0.195,-1.1560849844444563,-4.4808984355093235
0.20500000000000002,-1.1550739904432594,-4.4679303919215725
0.215,-1.153973963315089,-4.453818384942989
0.225,-1.152776884205104,-4.438462787970431
0.23500000000000001,-1.1514735357218537,-4.421750774390616
0.245,-1.1500533238836446,-4.403554289990564
0.255,-1.1485039969509052,-4.383727635369178
0.265,-1.1468113161840727,-4.3621045695095235
0.275,-1.144958660093208,-4.338494821484612
0.28500000000000003,-1.1429264955401526,-4.312679865315184
0.295,-1.1406917121321531,-4.284407770341612
0.305,-1.1382267838510929,-4.2533868818822365
0.315,-1.1354986268132516,-4.219278008233332
0.325,-1.1324671596533131,-4.1816846810015305
0.335,-1.1290833090880157,-4.140140902364801
0.34500000000000003,-1.1252863440343144,-4.094095573491327
0.35500000000000004,-1.121000172800791,-4.0428924787454905
0.365,-1.1161281995633288,-3.9857442248356567
0.375,-1.1105458960722765,-3.9216978097361035
0.385,-1.1040900341993845,-3.849588362570129
0.395,-1.0965425642025188,-3.7679757652461214
0.405,-1.0876058909837019,-3.67505580220225
0.41500000000000004,-1.0768637781197326,-3.5685321304755044
0.425,-1.063717229151667,-3.4454255186882463
0.435,-1.047274648628975,-3.301777552296452
0.445,-1.0261532837153284,-3.13216536472918
0.455,-0.9980942074799533,-2.9288494814471844
0.465,-0.9591426188071484,-2.680127903850889
0.47500000000000003,-0.9016560934256906,-2.3666923434978107
0.485,-0.8083811102541792,-1.9516829590678477
0.495,-0.6272627531761699,-1.3415917778056374
