alpha,cm
-180.0,0.0
-178.71428571428572,0.0514285714285711
-177.42857142857142,0.10285714285714334
-176.14285714285714,0.15428571428571444
-174.85714285714286,0.20571428571428554
-173.57142857142858,0.2571428571428567
-172.28571428571428,0.3085714285714289
-171.0,0.36
-169.71428571428572,0.40130947332713945
-168.42857142857142,0.4072021032992672
-167.14285714285714,0.41309473327139484
-165.85714285714286,0.4189873632435224
-164.57142857142858,0.42487999321565006
-163.28571428571428,0.4307726231877778
-162.0,0.4366652531599054
-156.85714285714286,0.40692867230779195
-151.71428571428572,0.34326939098437226
-146.57142857142858,0.3133854833773291
-141.42857142857142,0.30038926262847426
-136.28571428571428,0.2989721053253493
-131.14285714285714,0.30200843396288957
-126.0,0.3088593411790302
-120.85714285714286,0.3168001279890566
-115.71428571428571,0.3239283296844333
-110.57142857142857,0.33089401435688004
-105.42857142857143,0.3335907113161722
-100.28571428571429,0.33575378481131996
-95.14285714285714,0.3311541524022864
-90.0,0.3261567137635951
-85.07142857142857,0.3116704909330012
-80.14285714285715,0.2971842681024073
-75.21428571428571,0.2775625009228236
-70.28571428571429,0.2577874339119268
-65.35714285714286,0.2355261507578561
-60.42857142857143,0.21311186968728235
-55.5,0.19056850458500957
-50.57142857142858,0.16801284576543218
-45.642857142857146,0.1466643569533009
-40.71428571428572,0.12547418551919537
-35.78571428571429,0.10428753401781099
-30.857142857142858,0.08310147911519286
-25.928571428571438,0.04399373363100014
-21.0,0.0011130006559494543
-21.0,0.0011130006559494543
-20.0,-0.04104025665278231
-19.0,-0.05509503794756173
-18.0,-0.05712779006476947
-17.0,-0.05929222725381456
-16.0,-0.05881944936012717
-14.999999999999998,-0.05685200347510588
-14.0,-0.05343069771011205
-13.0,-0.049097735783252786
-12.000000000000002,-0.04280269047430165
-11.0,-0.03193419519593495
-10.0,-0.010163969700573181
-9.0,-0.010249341079551551
-8.0,-0.016554840619623593
-7.0,-0.022026912488838906
-6.000000000000001,-0.018816385161798815
-5.0,-0.01482050920910742
-4.0,-0.011518117437469505
-3.0000000000000004,-0.008535929382999788
-2.0,-0.005574298822116544
-1.0,-0.003339101556184243
0.0,-0.001113139100478039
1.0,0.001186357681041584
2.0,0.0036828216738321877
3.0000000000000004,0.00633189188209294
4.0,0.007582774770300922
5.0,0.0037043506576487114
6.000000000000001,-0.005094171934946032
7.0,-0.013899000388900132
8.0,-0.015669283976833225
9.0,-0.0033122603048119123
10.0,0.01138953861038438
11.0,0.019925102366079785
12.000000000000002,0.025442997615601138
13.0,0.029652951234736595
14.0,0.03265334151467418
14.999999999999998,0.03421317217100312
16.0,0.03402787410848132
17.0,0.031779156631115614
18.0,0.027461500669270073
23.142857142857142,-0.041054257395674275
28.285714285714285,-0.08993870973001178
33.42857142857143,-0.12251460620684895
38.57142857142857,-0.14693622475493595
43.714285714285715,-0.1683145111489304
48.857142857142854,-0.18852228517596614
54.0,-0.2080593671356049
59.142857142857146,-0.2274048227902731
64.28571428571429,-0.2461078054672648
69.42857142857143,-0.2646822935487212
74.57142857142857,-0.28172938768975553
79.71428571428571,-0.2985855575882372
84.85714285714286,-0.3124588668705105
90.0,-0.3261567137635951
95.14285714285714,-0.3311541524022864
100.28571428571429,-0.33575378481131996
105.42857142857143,-0.3335907113161722
110.57142857142857,-0.33089401435688004
115.71428571428571,-0.3239283296844333
120.85714285714286,-0.3168001279890566
126.0,-0.3088593411790302
131.14285714285714,-0.30200843396288957
136.28571428571428,-0.2989721053253493
141.42857142857142,-0.30038926262847426
146.57142857142858,-0.3133854833773291
151.71428571428572,-0.34326939098437226
156.85714285714286,-0.406928672307792
162.0,-0.45666525315990547
163.28571428571428,-0.4636297660449206
164.57142857142858,-0.4705942789299359
165.85714285714286,-0.47755879181495103
167.14285714285714,-0.4845233046999662
168.42857142857142,-0.4914878175849814
169.71428571428572,-0.49845233046999665
171.0,-0.45
172.28571428571428,-0.3857142857142861
173.57142857142858,-0.32142857142857084
174.85714285714286,-0.2571428571428569
176.14285714285714,-0.19285714285714306
177.42857142857142,-0.12857142857142917
178.71428571428572,-0.06428571428571384
180.0,0.0
