alpha,cd
-180.0,0.001
-178.5,0.001
-177.0,0.001
-175.5,0.001
-174.0,0.001
-172.5,0.001
-171.0,0.001
-169.5,0.001
-168.0,0.001
-166.5,0.001
-165.00000000000003,0.001
-163.5,0.001
-162.0,0.017776744658060478
-160.50000000000003,0.039266213177519785
-159.0,0.06220119987249613
-154.07142857142858,0.14695686483273546
-149.14285714285714,0.24421129820210583
-144.21428571428572,0.3511933857526277
-139.2857142857143,0.46486037716200673
-134.35714285714286,0.5819868654953971
-129.42857142857144,0.6992590507664053
-124.49999999999999,0.8133715116149771
-119.57142857142857,0.9211236358401743
-114.64285714285715,1.0195128712914983
-109.71428571428572,1.105822053130222
-104.78571428571429,1.177698238927369
-99.85714285714286,1.2332207342829318
-94.92857142857143,1.2709563112110396
-90.0,1.29
-85.28571428571429,1.2721775008926364
-80.57142857142857,1.2372249305597807
-75.85714285714286,1.185903434011194
-71.14285714285715,1.1194189131935415
-66.42857142857143,1.0393906678924272
-61.714285714285715,0.9478088420071438
-57.00000000000001,0.8469818168445362
-52.285714285714285,0.7394749649227144
-47.57142857142857,0.6280424114821532
-42.85714285714286,0.5155536401546381
-38.142857142857146,0.4049169189239323
-33.42857142857143,0.2990016088493159
-28.71428571428572,0.20056144867865747
-24.000000000000004,0.11216088261999838
-24.000000000000004,0.07776118960168736
-23.0,0.06207842180830761
-22.0,0.04977219317926315
-21.0,0.04002972843490436
-20.0,0.03189547494567515
-19.0,0.02586150174665487
-18.0,0.02170482347506931
-17.0,0.018692074433914463
-16.0,0.016148277905936932
-14.999999999999998,0.01443944391462936
-14.0,0.013080354435423294
-13.0,0.011869986987149061
-12.000000000000002,0.010919249292313166
-11.0,0.010159920601474928
-10.0,0.00947578005447805
-9.0,0.008912053395330095
-8.0,0.008440473430547988
-7.0,0.008027912392706503
-6.000000000000001,0.007702662924101811
-5.0,0.0074470497083714594
-4.0,0.0070414740308959636
-3.0000000000000004,0.006310570219410297
-2.0,0.006063066205955447
-1.0,0.005975002073589256
0.0,0.005863610164132818
1.0,0.006032927158652744
2.0,0.006214752263108266
3.0000000000000004,0.006349249833846557
4.0,0.006525353332884708
5.0,0.006752117116091255
6.000000000000001,0.007042848768843533
7.0,0.00741780374178063
8.0,0.007933092042832069
9.0,0.008521583737769055
10.0,0.009250062551210731
11.0,0.01016704414322414
12.000000000000002,0.011338875095879511
13.0,0.012580823576483541
14.0,0.014271051498094689
14.999999999999998,0.016344993932993754
16.0,0.019313933940146695
17.0,0.023393345453733682
18.0,0.028999862336580483
19.0,0.036735418274444216
20.0,0.04733631097159526
21.0,0.062201199872496275
25.92857142857143,0.14695686483273573
30.857142857142858,0.24421129820210583
35.78571428571429,0.3511933857526281
40.71428571428571,0.46486037716200695
45.642857142857146,0.5819868654953971
50.57142857142858,0.6992590507664058
55.49999999999999,0.8133715116149767
60.42857142857143,0.9211236358401743
65.35714285714285,1.0195128712914983
70.28571428571428,1.105822053130222
75.21428571428571,1.177698238927369
80.14285714285715,1.2332207342829318
85.07142857142857,1.2709563112110396
90.0,1.29
94.92857142857143,1.2709563112110396
99.85714285714285,1.2332207342829318
104.78571428571429,1.177698238927369
109.71428571428572,1.105822053130222
114.64285714285715,1.0195128712914983
119.57142857142857,0.9211236358401743
124.49999999999999,0.8133715116149771
129.42857142857144,0.6992590507664053
134.35714285714286,0.5819868654953971
139.2857142857143,0.46486037716200673
144.21428571428572,0.3511933857526277
149.14285714285714,0.24421129820210583
154.07142857142856,0.14695686483273587
159.0,0.06220119987249613
160.50000000000003,0.039266213177519785
162.0,0.017776744658060478
163.5,0.001
165.00000000000003,0.001
166.5,0.001
168.0,0.001
169.5,0.001
171.0,0.001
172.5,0.001
174.0,0.001
175.5,0.001
177.0,0.001
178.5,0.001
180.0,0.001
