alpha,cl
-180.0,0.0
-178.5,0.08187281773819188
-177.0,0.16374563547638238
-175.5,0.24561845321457426
-174.0,0.32749127095276614
-172.5,0.4093640886909567
-171.0,0.4912369064291485
-169.5,0.5731097241673404
-168.0,0.654982541905531
-166.5,0.7368553596437228
-165.00000000000003,0.8187281773819134
-163.5,0.9006009951201052
-162.0,0.982473812858297
-160.50000000000003,1.0643466305964877
-159.0,1.1462194483346797
-154.07142857142858,0.9971010962919449
-149.14285714285714,0.8962665045919902
-144.21428571428572,0.8189310037941321
-139.2857142857143,0.7521534228185969
-134.35714285714286,0.6886514808211414
-129.42857142857144,0.624238142270984
-124.49999999999999,0.5566209473327663
-119.57142857142857,0.484779711741923
-114.64285714285715,0.4086116539398039
-109.71428571428572,0.32870797344665015
-104.78571428571429,0.24619789604991044
-99.85714285714286,0.16262853892479237
-94.92857142857143,0.07986460190091121
-90.0,5.529280298150299e-17
-85.14285714285714,-0.0786811636314748
-80.28571428571428,-0.1602086072004304
-75.42857142857143,-0.24257397439463615
-70.57142857142857,-0.3239827973740078
-65.71428571428572,-0.4029363021248057
-60.85714285714286,-0.4783239212546353
-56.0,-0.5495333427163808
-51.142857142857146,-0.6165918525509196
-46.285714285714285,-0.6803659123304813
-41.42857142857142,-0.7428726866038099
-36.57142857142858,-0.8078156472828404
-31.714285714285722,-0.8815948703238248
-26.857142857142865,-0.9754060123001876
-22.0,-1.1101267027515822
-22.0,-1.5633613055302997
-21.0,-1.5783230798964387
-20.0,-1.5880928091341955
-19.0,-1.5722188769898813
-18.0,-1.537786517659625
-17.0,-1.4900957877706795
-16.0,-1.440764953867501
-14.999999999999998,-1.3766710583958064
-14.0,-1.3144272634663632
-13.0,-1.2509050619876627
-12.000000000000002,-1.135599613903263
-11.0,-1.038681517637099
-10.0,-0.9443833287412519
-9.0,-0.8435699682593458
-8.0,-0.7393227294103177
-7.0,-0.632387346025757
-6.000000000000001,-0.5244166107815053
-5.0,-0.4164147603812497
-4.0,-0.31431280151024865
-3.0000000000000004,-0.20534777001046237
-2.0,-0.09337809096830903
-1.0,0.01844241724582358
0.0,0.13125599127988186
1.0,0.24489626208733106
2.0,0.3578268673999376
3.0000000000000004,0.47046243799024723
4.0,0.5823924477666231
5.0,0.6941380581457689
6.000000000000001,0.8046046542975479
7.0,0.9132699425135383
8.0,1.0182784437976453
9.0,1.1182258618196395
10.0,1.2220834034551802
11.0,1.3454831840040067
12.000000000000002,1.4344695007677075
13.0,1.488578075508409
14.0,1.5551065285744974
14.999999999999998,1.6123503274348374
16.0,1.6629204219289633
17.0,1.6996368361936294
18.0,1.7206964522412738
19.0,1.7227200785455208
20.0,1.6967351234977235
21.0,1.6374563547638288
25.92857142857143,1.4244301375599209
30.857142857142858,1.2803807208457003
35.78571428571429,1.1699014339916172
40.71428571428571,1.0745048897408525
45.642857142857146,0.9837878297444878
50.57142857142858,0.891768774672834
55.49999999999999,0.7951727819039522
60.42857142857143,0.6925424453456044
65.35714285714285,0.5837309341997199
70.28571428571428,0.46958281920950024
75.21428571428571,0.35171128007130065
80.14285714285715,0.2323264841782745
85.07142857142857,0.11409228842987316
90.0,7.898971854500428e-17
94.92857142857143,-0.07986460190091121
99.85714285714285,-0.16262853892479215
104.78571428571429,-0.24619789604991044
109.71428571428572,-0.32870797344665015
114.64285714285715,-0.4086116539398039
119.57142857142857,-0.484779711741923
124.49999999999999,-0.5566209473327663
129.42857142857144,-0.624238142270984
134.35714285714286,-0.6886514808211414
139.2857142857143,-0.7521534228185969
144.21428571428572,-0.8189310037941321
149.14285714285714,-0.8962665045919902
154.07142857142856,-0.9971010962919445
159.0,-1.1462194483346806
160.50000000000003,-1.0643466305964877
162.0,-0.982473812858297
163.5,-0.9006009951201052
165.00000000000003,-0.8187281773819134
166.5,-0.7368553596437228
168.0,-0.654982541905531
169.5,-0.5731097241673404
171.0,-0.4912369064291485
172.5,-0.4093640886909567
174.0,-0.32749127095276614
175.5,-0.24561845321457426
177.0,-0.16374563547638238
178.5,-0.08187281773819188
180.0,0.0
